Participant,Condition,Epoch,Amplitude
0228-XZBNN,incongruent,56,0.009339169074504461
0228-XZBNN,incongruent,57,0.00622691024362804
0228-XZBNN,incongruent,58,0.009340814885320967
0228-XZBNN,incongruent,59,0.009700418699086064
0228-XZBNN,incongruent,60,0.009521283269117078
0228-XZBNN,incongruent,61,0.00969866620929733
0228-XZBNN,incongruent,62,0.00970082389144913
0228-XZBNN,incongruent,63,0.009520077732175709
0228-XZBNN,incongruent,64,0.00951846161750959
0228-XZBNN,incongruent,65,0.009339748709135277
0228-XZBNN,incongruent,66,0.009517305831790718
0228-XZBNN,incongruent,67,0.009339601244448773
0228-XZBNN,incongruent,68,0.009338997185756355
0228-XZBNN,incongruent,69,0.009340082906470029
0228-XZBNN,incongruent,70,0.009519128175376727
0228-XZBNN,incongruent,71,0.009341199695940801
0130-TTVK4,congruent,0,0.005746557249229871
0130-TTVK4,congruent,1,0.0059257578119230195
0130-TTVK4,congruent,2,0.006105646496943738
0130-TTVK4,congruent,3,0.005749859193564289
0130-TTVK4,congruent,4,0.005926540025225438
0130-TTVK4,congruent,5,0.006107047188871499
0130-TTVK4,congruent,6,0.005748277756805839
0130-TTVK4,congruent,7,0.005926045850415461
0130-TTVK4,congruent,8,0.006105890065293669
0130-TTVK4,congruent,9,0.005747112485811748
0130-TTVK4,congruent,10,0.005926176904055449
0130-TTVK4,congruent,11,0.0061050552067411544
0130-TTVK4,congruent,12,0.005748402746513695
0130-TTVK4,congruent,13,0.005928403664699788
0130-TTVK4,congruent,14,0.004073801907772569
0130-TTVK4,congruent,15,0.005747056513948886
0130-TTVK4,congruent,16,0.005926991459267092
0130-TTVK4,congruent,17,0.006105489637680588
